,indicator_category,indicator,gender,race_ethnicity,rate,state,year
923,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Hispanic,48.4, MA,2011
2544,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,7.7, CO,2011
2266,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,34.6, CO,2011
892,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels,Both,All,15.2, MA,2011
2547,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,14.6, CO,2011
1148,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,25.6, IL,2011
2550,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,18.5, CO,2011
12674,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,11.9, DC,2011
2552,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,26.8, CO,2011
2263,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,26.8, CO,2011
2261,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,30.0, CO,2011
1141,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,1.6, IL,2011
1099,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,33.0, IL,2011
12527,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Male,All,60.6, DC,2011
3038,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,175.0, TX,2011
1205,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,27.6, IL,2011
720,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,5.3, MA,2011
775,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,4.4, MA,2011
1184,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,124.0, IL,2011
773,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,4.0, MA,2011
772,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,5.3, MA,2011
2217,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,9.0, CO,2011
766,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,4.0, MA,2011
2214,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Black,28.8, CO,2011
2610,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Male,All,23.9, CO,2011
2611,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Female,All,7.3, CO,2011
765,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,2.2, MA,2011
764,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,5.9, MA,2011
1188,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,211.7, IL,2011
2612,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,All,15.6, CO,2011
13127,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,All,8.1, CA,2011
2615,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,16.9, CO,2011
12694,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,All,1.0, DC,2011
2210,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,All,7.3, CO,2011
781,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Female,All,5.8, MA,2011
13283,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Hispanic,84.9, CA,2011
1176,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,119.6, IL,2011
787,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,Black,5.3, MA,2011
12503,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,5.4, DC,2011
13287,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,23.6, CA,2011
2220,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Other,56.7, CO,2011
1180,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,259.3, IL,2011
12490,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,13.8, DC,2011
780,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Male,All,17.7, MA,2011
13233,Tobacco,Percent of Adults Who Currently Smoke,Both,All,17.7, CA,2011
885,Tobacco,Percent of High School Students Who Currently Smoke,Both,Hispanic,10.0, MA,2011
2258,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,46.8, CO,2011
12677,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,11.0, DC,2011
882,Tobacco,Percent of High School Students Who Currently Smoke,Both,Black,4.8, MA,2011
2255,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,49.2, CO,2011
13239,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,16.5, CA,2011
2252,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Hispanic,84.8, CA,2011
878,Tobacco,Percent of High School Students Who Currently Smoke,Both,All,10.0, MA,2011
2557,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,15.7, CO,2011
877,Tobacco,Percent of High School Students Who Currently Smoke,Female,All,8.4, MA,2011
1161,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,2.4, IL,2011
2251,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,34.5, CO,2011
876,Tobacco,Percent of High School Students Who Currently Smoke,Male,All,11.6, MA,2011
874,Behavioral Health/Substance Abuse,Percent of High School Students Who Binge Drank,Both,White,35.7, MA,2011
13244,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,17.2, CA,2011
2249,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,41.6, CO,2011
871,Behavioral Health/Substance Abuse,Percent of High School Students Who Binge Drank,Both,Hispanic,16.3, MA,2011
869,Behavioral Health/Substance Abuse,Percent of High School Students Who Binge Drank,Both,Black,10.7, MA,2011
867,Behavioral Health/Substance Abuse,Percent of High School Students Who Binge Drank,Both,Asian/PI,15.2, MA,2011
865,Behavioral Health/Substance Abuse,Percent of High School Students Who Binge Drank,Both,All,16.6, MA,2011
1496,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,15.7, IL,2011
13282,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,22.8, CA,2011
13284,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,23.0, CA,2011
2250,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,28.9, CO,2011
13232,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,16.2, CA,2011
13290,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Male,All,23.8, CA,2011
12502,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,4.0, DC,2011
13413,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Asian/PI,161.4, CA,2011
13481,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,662.5, CA,2011
12778,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Black,12.5, DC,2011
66,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,White,62.0, GA,2011
1655,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,15.2, OH,2011
3498,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,9.0, TX,2011
3501,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,9.9, TX,2011
3338,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,461.9, TX,2011
1641,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,0.5, OH,2011
62,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,Multiracial,280.5, GA,2011
1642,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,0.5, OH,2011
3331,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,624.8, TX,2011
226,"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,Both,All,23.8, GA,2011
3332,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,715.8, TX,2011
1658,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,5.1, OH,2011
1646,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,0.5, OH,2011
225,"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,Female,All,24.7, GA,2011
1649,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,0.7, OH,2011
223,"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,Male,All,23.0, GA,2011
3336,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,514.4, TX,2011
12976,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Black,3.1, CA,2011
221,Tobacco,Percent of Adults Who Currently Smoke,Both,White,11.8, GA,2011
3334,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,935.3, TX,2011
3340,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,748.2, TX,2011
3492,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,9.8, TX,2011
12827,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Asian/PI,0.0, CA,2011
3341,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,19.0, TX,2011
13293,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,24.0, CA,2011
2231,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,7.8, CO,2011
12501,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,6.8, DC,2011
13298,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,25.0, CA,2011
13301,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,25.1, CA,2011
12498,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Both,All,63.3, DC,2011
2226,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,4.6, CO,2011
1168,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,274.3, IL,2011
792,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,White,20.4, MA,2011
1169,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,164.7, IL,2011
1170,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,210.8, IL,2011
13292,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,23.9, CA,2011
790,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,Hispanic,8.8, MA,2011
13133,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Hispanic,8.5, CA,2011
2223,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,White,3.5, CO,2011
785,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,All,11.6, MA,2011
2073,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,21.9, CO,2011
12744,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,Hispanic,0.2, DC,2011
3174,Tobacco,Percent of Adults Who Currently Smoke,Both,All,17.1, TX,2011
12890,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Other,0.0, CA,2011
3490,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,14.3, TX,2011
217,Tobacco,Percent of Adults Who Currently Smoke,Both,Black,16.0, GA,2011
3491,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,5.4, TX,2011
70,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,29.3, GA,2011
12493,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,27.5, DC,2011
12462,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,White,2.4, DC,2011
13248,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,17.7, CA,2011
13138,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,9.1, CA,2011
743,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,42.1, MA,2011
12476,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,White,1.8, DC,2011
2670,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,266.4, MI,2011
12704,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Other,19.6, DC,2011
2676,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,178.3, MI,2011
713,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Black,24.5, MA,2011
1234,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,2.1, IL,2011
12442,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,4.8, DC,2011
12439,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,27.1, DC,2011
1242,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Male,All,24.6, IL,2011
13307,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Asian/PI,28.5, CA,2011
12711,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Black,3.7, DC,2011
2711,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Male,All,5.5, MI,2011
2712,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Female,All,3.9, MI,2011
685,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,19.6, MA,2011
2713,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,All,3.7, MI,2011
1243,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Female,All,2.7, IL,2011
1244,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,All,13.5, IL,2011
2717,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Black,31.8, MI,2011
13106,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,7.3, CA,2011
13308,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,26.3, CA,2011
682,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,35.5, MA,2011
2720,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,Black,3.6, MI,2011
13123,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Female,All,8.1, CA,2011
12698,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,All,17.3, DC,2011
748,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,24.2, MA,2011
2201,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,2.1, CO,2011
2188,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,7.1, CO,2011
716,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,8.9, MA,2011
12461,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,10.6, DC,2011
1208,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,18.1, IL,2011
